person_id,player_name,season,round_number,round_pick,overall_pick,draft_type,team_id,team_city,team_name,team_abbreviation,organization,organization_type,player_profile_flag
79747,Bob Hodges,1954,8,3,66,Draft,1610612744,Philadelphia,Warriors,PHW,East Carolina,College/University,0
76164,Don Bielke,1954,8,4,67,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Valparaiso,College/University,1
79734,Jim Young,1954,8,5,68,Draft,1610612738,Boston,Celtics,BOS,Santa Clara,College/University,0
79782,Mel Besdin,1954,8,6,69,Draft,1610612755,Syracuse,Nationals,SYR,Syracuse,College/University,0
79779,Paul Morrow,1954,8,7,70,Draft,1610612758,Rochester,Royals,ROC,Wisconsin,College/University,0
79737,Cob Jarvis,1954,8,8,71,Draft,1610612752,New York,Knicks,NYK,Mississippi State,College/University,0
79774,Bob Hopkins,1954,8,9,72,Draft,1610612747,Minneapolis,Lakers,MNL,Point Loma Nazarene,College/University,0
79754,Ron Goerrs,1954,9,1,73,Draft,1610610024,Baltimore,Bullets,BAL,Concord,College/University,0
79790,Hal Cervini,1954,9,2,74,Draft,1610612737,Milwaukee,Hawks,MIH,Tulane,College/University,0
79748,Vince Leta,1954,9,3,75,Draft,1610612744,Philadelphia,Warriors,PHW,Lycoming,College/University,0
79764,Joel Hittleman,1954,9,4,76,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Loyola-Maryland,College/University,0
79784,Fletcher Johnson,1954,9,5,77,Draft,1610612755,Syracuse,Nationals,SYR,Duquesne,College/University,0
79778,Roy Irvin,1954,9,6,78,Draft,1610612758,Rochester,Royals,ROC,Southern California,College/University,0
79736,Henry Duckham,1954,9,7,79,Draft,1610612752,New York,Knicks,NYK,Polytechnic (NY),College/University,0
76783,Dick Garmaker,1954,9,8,80,Draft,1610612747,Minneapolis,Lakers,MNL,Minnesota,College/University,1
79760,Gary Shivers,1954,10,1,81,Draft,1610610024,Baltimore,Bullets,BAL,Houston,College/University,0
79789,Joe Bertrand,1954,10,2,82,Draft,1610612737,Milwaukee,Hawks,MIH,Notre Dame,College/University,0
79751,Bill Sullivan,1954,10,3,83,Draft,1610612744,Philadelphia,Warriors,PHW,Notre Dame,College/University,0
79768,Phil Larson,1954,10,4,84,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Brigham Young,College/University,0
79729,Tony Daukas,1954,10,5,85,Draft,1610612738,Boston,Celtics,BOS,Boston College,College/University,0
79783,Jack Davidson,1954,10,6,86,Draft,1610612755,Syracuse,Nationals,SYR,California-Los Angeles,College/University,0
79781,Ed Parchinski,1954,10,7,87,Draft,1610612758,Rochester,Royals,ROC,Fordham,College/University,0
79735,John Clune,1954,10,8,88,Draft,1610612752,New York,Knicks,NYK,Navy,College/University,0
79772,John Blever,1954,10,9,89,Draft,1610612747,Minneapolis,Lakers,MNL,Northwestern,College/University,0
79756,Elliott Karver,1954,11,1,90,Draft,1610610024,Baltimore,Bullets,BAL,George Washington,College/University,0
79791,Jerry Domerschick,1954,11,2,91,Draft,1610612737,Milwaukee,Hawks,MIH,City College of New York,College/University,0
79749,Frank O'Hara,1954,11,3,92,Draft,1610612744,Philadelphia,Warriors,PHW,La Salle,College/University,0
79765,Forrest Jackson,1954,11,4,93,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Taylor (IN),College/University,0
79731,Bill Johnson,1954,11,5,94,Draft,1610612738,Boston,Celtics,BOS,Nebraska,College/University,0
77818,Jim Paxson,1954,11,6,95,Draft,1610612758,Rochester,Royals,ROC,Dayton,College/University,1
79743,Bob Walter,1954,11,7,96,Draft,1610612752,New York,Knicks,NYK,Oklahoma,College/University,0
79797,Ron Weisner,1954,12,1,97,Draft,1610612737,Milwaukee,Hawks,MIH,Wisconsin,College/University,0
79746,John Glinski,1954,12,2,98,Draft,1610612744,Philadelphia,Warriors,PHW,,,0
79741,Bill Stickel,1954,12,3,99,Draft,1610612752,New York,Knicks,NYK,Hastings,College/University,0
77049,Joe Holup,1954,13,1,100,Draft,1610612744,Philadelphia,Warriors,PHW,George Washington,College/University,1
76877,Si Green,1956,1,1,1,Draft,1610612758,Rochester,Royals,ROC,Duquesne,College/University,1
78049,Bill Russell,1956,1,2,2,Draft,1610612737,St. Louis,Hawks,STL,San Francisco,College/University,1
77818,Jim Paxson,1956,1,3,3,Draft,1610612747,Minneapolis,Lakers,MNL,Dayton,College/University,1
78128,Ron Shavlik,1956,1,4,4,Draft,1610612752,New York,Knicks,NYK,North Carolina State,College/University,1
77049,Joe Holup,1956,1,5,5,Draft,1610612755,Syracuse,Nationals,SYR,George Washington,College/University,1
78216,Ron Sobie,1956,1,6,6,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,DePaul,College/University,1
77352,Hal Lear,1956,1,7,7,Draft,1610612744,Philadelphia,Warriors,PHW,Temple,College/University,1
79917,Dick Julio,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Massachusetts Dartmouth,College/University,0
79918,Dick Kenyon,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Le Moyne,College/University,0
79919,Jim McLaughlin,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Saint Louis,College/University,0
79920,Jess Roh,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Idaho State,College/University,0
79921,Chuck Rolles,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Cornell,College/University,0
79922,Chester Webb,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Georgia Southern,College/University,0
79923,Wally Choice,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,Indiana,College/University,0
79924,Darrell Floyd,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,Furman,College/University,0
79925,Robin Freeman,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,Ohio State,College/University,0
79926,Arthur Helms,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,Houston,College/University,0
79927,Ed Huse,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,Wyoming,College/University,0
79928,Julius McCoy,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,Michigan State,College/University,0
79929,Junior Morgan,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,Duke,College/University,0
79930,Hershel Pederson,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,Brigham Young,College/University,0
79931,Dave Plunkett,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,Cincinnati,College/University,0
79932,Jim Reed,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,Texas Tech,College/University,0
79933,Morris Taft,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,California-Los Angeles,College/University,0
76006,Forest Able,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Western Kentucky,College/University,1
76096,John Barber,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Cal State-Los Angeles,College/University,1
76127,Elgin Baylor,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Seattle,College/University,1
76156,Gary Bergen,1956,0,0,0,Draft,1610612752,New York,Knicks,NYK,Utah,College/University,1
76168,Jerry Bird,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Kentucky,College/University,1
78256,Norm Stewart,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,Missouri,College/University,1
78285,Dan Swartz,1956,4,0,0,Draft,1610612738,Boston,Celtics,BOS,Morehead State,College/University,1
78312,Bill Thieben,1956,0,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Hofstra,College/University,1
77506,Johnny McCarthy,1956,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Canisius,College/University,1
77693,Willie Naulls,1956,0,0,0,Draft,1610612737,St. Louis,Hawks,STL,California-Los Angeles,College/University,1
77862,Dave Piontek,1956,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Xavier,College/University,1
77919,Jim Ray,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Toledo,College/University,1
78013,Phil Rollins,1956,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Louisville,College/University,1
76919,Harvey Halbrook,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Oregon State,College/University,1
76988,Tom Heinsohn,1956,0,0,0,Territorial,1610612738,Boston,Celtics,BOS,Holy Cross,College/University,1
77052,Bob Hopkins,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Grambling,College/University,1
77188,K.C. Jones,1956,2,0,0,Draft,1610612738,Boston,Celtics,BOS,San Francisco,College/University,1
77196,Sam Jones,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,North Carolina Central,College/University,1
77210,Phil Jordon,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Whitworth,College/University,1
76313,Bob Burrow,1956,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Kentucky,College/University,1
76617,Pat Dunn,1956,0,0,0,Draft,1610612752,New York,Knicks,NYK,Utah State,College/University,1
79838,Don Boldebuck,1956,6,0,0,Draft,1610612738,Boston,Celtics,BOS,Houston,College/University,0
79915,Milt Graham,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Colgate,College/University,0
79844,O'Neal Weaver,1956,7,0,0,Draft,1610612738,Boston,Celtics,BOS,Midwestern State,College/University,0
79871,Bill Reigel,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,McNeese State,College/University,0
79873,Jim Houston,1956,9,0,0,Draft,1610612738,Boston,Celtics,BOS,Brandeis,College/University,0
79874,George Linn,1956,3,0,0,Draft,1610612738,Boston,Celtics,BOS,Alabama,College/University,0
79875,Theophileus Lloyd,1956,10,0,0,Draft,1610612738,Boston,Celtics,BOS,Maryland,College/University,0
79876,Bill Logan,1956,5,0,0,Draft,1610612738,Boston,Celtics,BOS,Iowa,College/University,0
79877,Vic Molodet,1956,8,0,0,Draft,1610612738,Boston,Celtics,BOS,North Carolina State,College/University,0
79878,Jack Adams,1956,0,0,0,Draft,1610612752,New York,Knicks,NYK,Eastern Kentucky,College/University,0
79879,Art Bunte,1956,0,0,0,Draft,1610612752,New York,Knicks,NYK,Utah,College/University,0
79880,Howard Crittendon,1956,0,0,0,Draft,1610612752,New York,Knicks,NYK,Murray State,College/University,0
79881,Jerry Harper,1956,0,0,0,Draft,1610612752,New York,Knicks,NYK,Alabama,College/University,0
79882,Ronnie Mayer,1956,0,0,0,Draft,1610612752,New York,Knicks,NYK,Duke,College/University,0
79883,Dick Miani,1956,0,0,0,Draft,1610612752,New York,Knicks,NYK,Miami (FL),College/University,0
79884,Dick Miller,1956,0,0,0,Draft,1610612752,New York,Knicks,NYK,Wisconsin,College/University,0
79885,Ed Petrie,1956,0,0,0,Draft,1610612752,New York,Knicks,NYK,Seton Hall,College/University,0
79886,Tony Roybal,1956,0,0,0,Draft,1610612752,New York,Knicks,NYK,New Mexico,College/University,0
79887,Joe Sexton,1956,0,0,0,Draft,1610612752,New York,Knicks,NYK,Purdue,College/University,0
79888,Max Anderson,1956,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Oregon,College/University,0
79889,Joe Belmont,1956,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Duke,College/University,0
79890,Ronald Clark,1956,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Springfield,College/University,0
79891,John Fannon,1956,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Notre Dame,College/University,0
79892,Bevo Francis,1956,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Rio Grande,College/University,0
79893,Phil Wheeler,1956,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Cincinnati,College/University,0
79894,Mickey Winograd,1956,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,Duquesne,College/University,0
79895,Bruce Harris,1956,0,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Tennessee Tech,College/University,0
79896,Bob Kessler,1956,0,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Maryland,College/University,0
79897,Joe Lieber,1956,0,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Holy Cross,College/University,0
79898,John Schlimm,1956,0,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,John Carroll,College/University,0
79899,Charles Slack,1956,0,0,0,Draft,1610612765,Ft. Wayne Zollner,Pistons,FTW,Marshall,College/University,0
79900,Lloyd Aubrey,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Notre Dame,College/University,0
79901,Phil Grawmeyer,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Kentucky,College/University,0
79902,Robert Hodgson,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Wichita State,College/University,0
79903,John Patzwald,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Gustavus Adolphus,College/University,0
79904,Terry Rand,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Marquette,College/University,0
79905,Jim Springer,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Gustavus Adolphus,College/University,0
79906,Carl Widseth,1956,0,0,0,Draft,1610612747,Minneapolis,Lakers,MNL,Tennessee,College/University,0
79907,Carl Cain,1956,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Iowa,College/University,0
79908,Gene Carpenter,1956,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Texas Tech,College/University,0
79909,Clayton Carter,1956,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Oklahoma State,College/University,0
79910,Dan Mannix,1956,0,0,0,Draft,1610612758,Rochester,Royals,ROC,St. Francis Brooklyn,College/University,0
79911,Jerry Moreman,1956,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Louisville,College/University,0
79912,Kevin Thomas,1956,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Boston University,College/University,0
79913,Bill Uhl,1956,0,0,0,Draft,1610612758,Rochester,Royals,ROC,Dayton,College/University,0
79914,Willie Bergines,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,West Virginia,College/University,0
79916,Paul Judson,1956,0,0,0,Draft,1610612755,Syracuse,Nationals,SYR,Illinois,College/University,0
77082,Rod Hundley,1957,1,1,1,Draft,1610612758,Cincinnati,Royals,CIN,West Virginia,College/University,1
78391,Charlie Tyra,1957,1,2,2,Draft,1610612765,Detroit,Pistons,DET,Louisville,College/University,1
77311,Jim Krebs,1957,1,3,3,Draft,1610612747,Minneapolis,Lakers,MNL,Southern Methodist,College/University,1
78529,Win Wilfong,1957,1,4,4,Draft,1610612737,St. Louis,Hawks,STL,Memphis,College/University,1
77500,Brendan McCann,1957,1,5,5,Draft,1610612752,New York,Knicks,NYK,St. Bonaventure,College/University,1
78018,Lennie Rosenbluth,1957,1,6,6,Draft,1610612744,Philadelphia,Warriors,PHW,North Carolina,College/University,1
76203,George H. Bon Salle,1957,1,7,7,Draft,1610612755,Syracuse,Nationals,SYR,Illinois,College/University,1
77196,Sam Jones,1957,1,8,8,Draft,1610612738,Boston,Celtics,BOS,North Carolina Central,College/University,1
76605,Dick Duckett,1957,2,1,9,Draft,1610612758,Cincinnati,Royals,CIN,St. John's (NY),College/University,1
79960,Bob McCoy,1957,2,2,10,Draft,1610612765,Detroit,Pistons,DET,Grambling,College/University,0
79965,Harvey Schmidt,1957,2,3,11,Draft,1610612747,Minneapolis,Lakers,MNL,Illinois,College/University,0
77792,Jim Palmer,1957,2,4,12,Draft,1610612737,St. Louis,Hawks,STL,Dayton,College/University,1
76758,Larry Friend,1957,2,5,13,Draft,1610612752,New York,Knicks,NYK,California,College/University,1
79954,Jack Sullivan,1957,2,6,14,Draft,1610612744,Philadelphia,Warriors,PHW,Mount St. Mary's,College/University,0
79983,Jim Morgan,1957,2,7,15,Draft,1610612755,Syracuse,Nationals,SYR,Louisville,College/University,0
79939,Dick O'Neal,1957,2,8,16,Draft,1610612738,Boston,Celtics,BOS,Texas Christian,College/University,0
77816,Jerry Paulson,1957,3,1,17,Draft,1610612758,Cincinnati,Royals,CIN,Manhattan,College/University,1
76633,Bill Ebben,1957,3,2,18,Draft,1610612765,Detroit,Pistons,DET,Detroit Mercy,College/University,1
79966,Jim Spivey,1957,3,3,19,Draft,1610612747,Minneapolis,Lakers,MNL,Southeastern Oklahoma State,College/University,0
79999,John Smyth,1957,3,4,20,Draft,1610612737,St. Louis,Hawks,STL,Notre Dame,College/University,0
79944,Gary Clark,1957,3,5,21,Draft,1610612752,New York,Knicks,NYK,Syracuse,College/University,0
79952,Angelo Lombardo,1957,3,6,22,Draft,1610612744,Philadelphia,Warriors,PHW,Manhattan,College/University,0
79979,Vince Cohen,1957,3,7,23,Draft,1610612755,Syracuse,Nationals,SYR,Syracuse,College/University,0
79940,Chuck Schramm,1957,3,8,24,Draft,1610612738,Boston,Celtics,BOS,Western Illinois,College/University,0
79971,Jed Dormeyer,1957,4,1,25,Draft,1610612758,Cincinnati,Royals,CIN,Minnesota,College/University,0
79957,Kurt Englebert,1957,4,2,26,Draft,1610612765,Detroit,Pistons,DET,Saint Joseph's,College/University,0
76273,George Brown,1957,4,3,27,Draft,1610612747,Minneapolis,Lakers,MNL,Wayne State (MI),College/University,1
79994,Hank Nowak,1957,4,4,28,Draft,1610612737,St. Louis,Hawks,STL,Canisius,College/University,0
79947,Rayford Wells,1957,4,5,29,Draft,1610612752,New York,Knicks,NYK,Lenoir-Rhyne,College/University,0
77901,Ray Radziszewski,1957,4,6,30,Draft,1610612744,Philadelphia,Warriors,PHW,Saint Joseph's,College/University,1
79982,Jerry Mallett,1957,4,7,31,Draft,1610612755,Syracuse,Nationals,SYR,Baylor,College/University,0
79934,Jim Ashmore,1957,4,8,32,Draft,1610612738,Boston,Celtics,BOS,Mississippi State,College/University,0
79976,Stewart Murray,1957,5,1,33,Draft,1610612758,Cincinnati,Royals,CIN,Lafayette,College/University,0
79958,Ron Kramer,1957,5,2,34,Draft,1610612765,Detroit,Pistons,DET,Michigan,College/University,0
79968,Gary Thompson,1957,5,3,35,Draft,1610612747,Minneapolis,Lakers,MNL,Iowa State,College/University,0
79996,Al Rochelle,1957,5,4,36,Draft,1610612737,St. Louis,Hawks,STL,Vanderbilt,College/University,0
79946,Lee Marshall,1957,5,5,37,Draft,1610612752,New York,Knicks,NYK,Washington & Lee,College/University,0
79953,Jim Radcliffe,1957,5,6,38,Draft,1610612744,Philadelphia,Warriors,PHW,Lafayette,College/University,0
79985,Frank Nimmo,1957,5,7,39,Draft,1610612755,Syracuse,Nationals,SYR,Cincinnati,College/University,0
79943,Grady Wallace,1957,5,8,40,Draft,1610612738,Boston,Celtics,BOS,South Carolina,College/University,0
79975,John Maglio,1957,6,1,41,Draft,1610612758,Cincinnati,Royals,CIN,North Carolina State,College/University,0
79955,Walt Acamushko,1957,6,2,42,Draft,1610612765,Detroit,Pistons,DET,St. Francis Brooklyn,College/University,0
79964,Phil Murrell,1957,6,3,43,Draft,1610612747,Minneapolis,Lakers,MNL,Drake,College/University,0
79989,Raymond Downs,1957,6,4,44,Draft,1610612737,St. Louis,Hawks,STL,Texas,College/University,0
79945,Jim Humphreys,1957,6,5,45,Draft,1610612752,New York,Knicks,NYK,Saint Michael's,College/University,0
79951,Alonzo Lewis,1957,6,6,46,Draft,1610612744,Philadelphia,Warriors,PHW,La Salle,College/University,0
79981,Lyndon Lee,1957,6,7,47,Draft,1610612755,Syracuse,Nationals,SYR,Oklahoma City,College/University,0
77272,Maury King,1957,6,8,48,Draft,1610612738,Boston,Celtics,BOS,Kansas,College/University,1
79972,Chet Forte,1957,7,1,49,Draft,1610612758,Cincinnati,Royals,CIN,Columbia,College/University,0
79956,Carl Boldt,1957,7,2,50,Draft,1610612765,Detroit,Pistons,DET,San Francisco,College/University,0
79961,George Ferguson,1957,7,3,51,Draft,1610612747,Minneapolis,Lakers,MNL,Michigan,College/University,0
79995,Mason Pope,1957,7,4,52,Draft,1610612737,St. Louis,Hawks,STL,Kentucky Wesleyan,College/University,0
79950,Max Jameson,1957,7,5,53,Draft,1610612744,Philadelphia,Warriors,PHW,Kentucky State,College/University,0
79980,Dick Gaines,1957,7,6,54,Draft,1610612755,Syracuse,Nationals,SYR,Seton Hall,College/University,0
79935,Dick Brott,1957,7,7,55,Draft,1610612738,Boston,Celtics,BOS,Denver,College/University,0
79970,Bob Daniels,1957,8,1,56,Draft,1610612758,Cincinnati,Royals,CIN,Western Kentucky,College/University,0
76197,Doug Bolstorff,1957,8,2,57,Draft,1610612765,Detroit,Pistons,DET,Minnesota,College/University,1
79963,John Haaven,1957,8,3,58,Draft,1610612747,Minneapolis,Lakers,MNL,North Dakota,College/University,0
79988,Bill Darragh,1957,8,4,59,Draft,1610612737,St. Louis,Hawks,STL,Louisville,College/University,0
78064,Woody Sauldsberry,1957,8,5,60,Draft,1610612744,Philadelphia,Warriors,PHW,Texas Southern,College/University,1
79986,Cebe Price,1957,8,6,61,Draft,1610612755,Syracuse,Nationals,SYR,Marshall,College/University,0
79942,Bill Von Weyhe,1957,8,7,62,Draft,1610612738,Boston,Celtics,BOS,Rhode Island,College/University,0
79974,Dick Heise,1957,9,1,63,Draft,1610612758,Cincinnati,Royals,CIN,DePaul,College/University,0
79959,Bob Lazor,1957,9,2,64,Draft,1610612765,Detroit,Pistons,DET,Pittsburgh,College/University,0
79967,Jim Sutton,1957,9,3,65,Draft,1610612747,Minneapolis,Lakers,MNL,North Dakota State,College/University,0
79991,Calvin Grosscup,1957,9,4,66,Draft,1610612737,St. Louis,Hawks,STL,Tulane,College/University,0
76929,Steve Hamilton,1957,9,5,67,Draft,1610612744,Philadelphia,Warriors,PHW,Morehead State,College/University,1
79978,Jim Brown,1957,9,6,68,Draft,1610612755,Syracuse,Nationals,SYR,Syracuse,College/University,0
79937,Joe Gibbon,1957,9,7,69,Draft,1610612738,Boston,Celtics,BOS,Mississippi,College/University,0
79977,Mel Wright,1957,10,1,70,Draft,1610612758,Cincinnati,Royals,CIN,Oklahoma State,College/University,0
79962,Gordon Fosness,1957,10,2,71,Draft,1610612747,Minneapolis,Lakers,MNL,Dakota Wesleyan,College/University,0
79993,Bobby Mills,1957,10,3,72,Draft,1610612737,St. Louis,Hawks,STL,Southern Methodist,College/University,0
79948,Gerry Calvert,1957,10,4,73,Draft,1610612744,Philadelphia,Warriors,PHW,Kentucky,College/University,0
79984,Jack Nichols,1957,10,5,74,Draft,1610612755,Syracuse,Nationals,SYR,Colgate,College/University,0
79936,Jack Butcher,1957,10,6,75,Draft,1610612738,Boston,Celtics,BOS,Memphis,College/University,0
79973,Cliff Hafer,1957,11,1,76,Draft,1610612758,Cincinnati,Royals,CIN,North Carolina State,College/University,0
79990,Gerald Dreier,1957,11,2,77,Draft,1610612737,St. Louis,Hawks,STL,Macalester,College/University,0
79938,Dick Neal,1957,11,3,78,Draft,1610612738,Boston,Celtics,BOS,Indiana,College/University,0
79969,Jim Boothe,1957,12,1,79,Draft,1610612758,Cincinnati,Royals,CIN,Xavier,College/University,0
79998,Bob Seitz,1957,12,2,80,Draft,1610612737,St. Louis,Hawks,STL,North Carolina State,College/University,0
79987,Jim Weeks,1957,12,3,81,Draft,1610612755,Syracuse,Nationals,SYR,New York Tech,College/University,0
79997,Ed Romanoff,1957,13,1,82,Draft,1610612737,St. Louis,Hawks,STL,,,0
79992,Lavelle Langston,1957,14,1,83,Draft,1610612737,St. Louis,Hawks,STL,Northwestern State,College/University,0
79949,Jerry Gibson,1957,0,0,0,Draft,1610612744,Philadelphia,Warriors,PHW,,,0
79941,Dan Tobin,1957,0,0,0,Draft,1610612738,Boston,Celtics,BOS,Florida Southern,College/University,0
76127,Elgin Baylor,1958,1,1,1,Draft,1610612747,Minneapolis,Lakers,MNL,Seattle,College/University,1
76546,Archie Dees,1958,1,2,2,Draft,1610612758,Cincinnati,Royals,CIN,Indiana,College/University,1
76694,Mike Farmer,1958,1,3,3,Draft,1610612752,New York,Knicks,NYK,San Francisco,College/University,1
76245,Pete Brennan,1958,1,4,4,Draft,1610612752,New York,Knicks,NYK,North Carolina,College/University,1
76566,Connie Dierking,1958,1,5,5,Draft,1610612755,Syracuse,Nationals,SYR,Cincinnati,College/University,1
76774,Dave Gambee,1958,1,6,6,Draft,1610612737,St. Louis,Hawks,STL,Oregon State,College/University,1
78283,Bennie Swain,1958,1,7,7,Draft,1610612738,Boston,Celtics,BOS,Texas Southern,College/University,1
76929,Steve Hamilton,1958,2,1,8,Draft,1610612747,Minneapolis,Lakers,MNL,Morehead State,College/University,1
76969,Vern Hatton,1958,2,2,9,Draft,1610612758,Cincinnati,Royals,CIN,Kentucky,College/University,1
76324,Barney Cable,1958,2,3,10,Draft,1610612765,Detroit,Pistons,DET,Bradley,College/University,1
80012,Joe Quigg,1958,2,4,11,Draft,1610612752,New York,Knicks,NYK,North Carolina,College/University,0
80019,Lamar Sharrar,1958,2,5,12,Draft,1610612744,Philadelphia,Warriors,PHW,West Virginia,College/University,0
76882,Hal Greer,1958,2,6,13,Draft,1610612755,Syracuse,Nationals,SYR,Marshall,College/University,1
77927,Hub Reed,1958,2,7,14,Draft,1610612737,St. Louis,Hawks,STL,Oklahoma City,College/University,1
80005,Jimmy Smith,1958,2,8,15,Draft,1610612738,Boston,Celtics,BOS,Franciscan,College/University,0
76658,Alexander Ellis,1958,3,1,16,Draft,1610612747,Minneapolis,Lakers,MNL,Niagara,College/University,1
76191,Arlen Bockhorn,1958,3,2,17,Draft,1610612758,Cincinnati,Royals,CIN,Dayton,College/University,1
